FileName, SecondsElapsed, NumberCount, OperationCount
data-set/100-numbers-21-ordered-ascending.txt.csv, 0.000021,100,99
data-set/100-numbers-21-ordered-descending.txt.csv, 0.000053,100,4950
data-set/100-numbers-21-unordered.txt.csv, 0.000046,100,2630
data-set/100-numbers-22-ordered-ascending.txt.csv, 0.000020,100,99
data-set/100-numbers-22-ordered-descending.txt.csv, 0.000040,100,4949
data-set/100-numbers-22-unordered.txt.csv, 0.000047,100,2476
data-set/100-numbers-23-ordered-ascending.txt.csv, 0.000022,100,99
data-set/100-numbers-23-ordered-descending.txt.csv, 0.000058,100,4950
data-set/100-numbers-23-unordered.txt.csv, 0.000037,100,2600
data-set/100-numbers-24-ordered-ascending.txt.csv, 0.000017,100,99
data-set/100-numbers-24-ordered-descending.txt.csv, 0.000041,100,4950
data-set/100-numbers-24-unordered.txt.csv, 0.000036,100,2340
data-set/100-numbers-25-ordered-ascending.txt.csv, 0.000017,100,99
data-set/100-numbers-25-ordered-descending.txt.csv, 0.000039,100,4950
data-set/100-numbers-25-unordered.txt.csv, 0.000057,100,2495
data-set/100-numbers-26-ordered-ascending.txt.csv, 0.000022,100,99
data-set/100-numbers-26-ordered-descending.txt.csv, 0.000039,100,4950
data-set/100-numbers-26-unordered.txt.csv, 0.000038,100,2646
data-set/100-numbers-27-ordered-ascending.txt.csv, 0.000017,100,99
data-set/100-numbers-27-ordered-descending.txt.csv, 0.000052,100,4950
data-set/100-numbers-27-unordered.txt.csv, 0.000050,100,2443
data-set/100-numbers-28-ordered-ascending.txt.csv, 0.000017,100,99
data-set/100-numbers-28-ordered-descending.txt.csv, 0.000054,100,4950
data-set/100-numbers-28-unordered.txt.csv, 0.000036,100,2339
data-set/100-numbers-29-ordered-ascending.txt.csv, 0.000017,100,99
data-set/100-numbers-29-ordered-descending.txt.csv, 0.000057,100,4950
data-set/100-numbers-29-unordered.txt.csv, 0.000046,100,2357
data-set/100-numbers-3-ordered-ascending.txt.csv, 0.000023,100,99
data-set/100-numbers-3-ordered-descending.txt.csv, 0.000040,100,4950
data-set/100-numbers-3-unordered.txt.csv, 0.000038,100,2506
data-set/100-numbers-30-ordered-ascending.txt.csv, 0.000023,100,99
data-set/100-numbers-30-ordered-descending.txt.csv, 0.000053,100,4950
data-set/100-numbers-30-unordered.txt.csv, 0.000056,100,2276
data-set/100-numbers-31-ordered-ascending.txt.csv, 0.000028,100,99
data-set/100-numbers-31-ordered-descending.txt.csv, 0.000043,100,4949
data-set/100-numbers-31-unordered.txt.csv, 0.000048,100,2402
data-set/100-numbers-32-ordered-ascending.txt.csv, 0.000018,100,99
data-set/100-numbers-32-ordered-descending.txt.csv, 0.000053,100,4950
data-set/100-numbers-32-unordered.txt.csv, 0.000059,100,2826
data-set/100-numbers-33-ordered-ascending.txt.csv, 0.000024,100,99
data-set/100-numbers-33-ordered-descending.txt.csv, 0.000057,100,4950
data-set/100-numbers-33-unordered.txt.csv, 0.000054,100,2613
data-set/100-numbers-34-ordered-ascending.txt.csv, 0.000026,100,99
data-set/100-numbers-34-ordered-descending.txt.csv, 0.000039,100,4950
data-set/100-numbers-34-unordered.txt.csv, 0.000049,100,2589
data-set/100-numbers-35-ordered-ascending.txt.csv, 0.000022,100,99
data-set/100-numbers-35-ordered-descending.txt.csv, 0.000057,100,4950
data-set/100-numbers-35-unordered.txt.csv, 0.000049,100,2636
data-set/100-numbers-36-ordered-ascending.txt.csv, 0.000023,100,99
data-set/100-numbers-36-ordered-descending.txt.csv, 0.000060,100,4950
data-set/100-numbers-36-unordered.txt.csv, 0.000050,100,2454
data-set/100-numbers-37-ordered-ascending.txt.csv, 0.000022,100,99
data-set/100-numbers-37-ordered-descending.txt.csv, 0.000054,100,4950
data-set/100-numbers-37-unordered.txt.csv, 0.000039,100,2669
data-set/100-numbers-38-ordered-ascending.txt.csv, 0.000023,100,99
data-set/100-numbers-38-ordered-descending.txt.csv, 0.000048,100,4950
data-set/100-numbers-38-unordered.txt.csv, 0.000047,100,2651
data-set/100-numbers-39-ordered-ascending.txt.csv, 0.000023,100,99
data-set/100-numbers-39-ordered-descending.txt.csv, 0.000053,100,4950
data-set/100-numbers-39-unordered.txt.csv, 0.000069,100,2481
data-set/100-numbers-4-ordered-ascending.txt.csv, 0.000026,100,99
data-set/100-numbers-4-ordered-descending.txt.csv, 0.000062,100,4950
data-set/100-numbers-4-unordered.txt.csv, 0.000046,100,2273
data-set/100-numbers-40-ordered-ascending.txt.csv, 0.000024,100,99
data-set/100-numbers-40-ordered-descending.txt.csv, 0.000064,100,4949
data-set/100-numbers-40-unordered.txt.csv, 0.000050,100,2399
data-set/100-numbers-41-ordered-ascending.txt.csv, 0.000024,100,99
data-set/100-numbers-41-ordered-descending.txt.csv, 0.000054,100,4950
data-set/100-numbers-41-unordered.txt.csv, 0.000049,100,2631
data-set/100-numbers-42-ordered-ascending.txt.csv, 0.000025,100,99
data-set/100-numbers-42-ordered-descending.txt.csv, 0.000057,100,4950
data-set/100-numbers-42-unordered.txt.csv, 0.000050,100,2873
data-set/100-numbers-43-ordered-ascending.txt.csv, 0.000022,100,99
data-set/100-numbers-43-ordered-descending.txt.csv, 0.000062,100,4950
data-set/100-numbers-43-unordered.txt.csv, 0.000067,100,2337
data-set/100-numbers-44-ordered-ascending.txt.csv, 0.000026,100,99
data-set/100-numbers-44-ordered-descending.txt.csv, 0.000055,100,4950
data-set/100-numbers-44-unordered.txt.csv, 0.000038,100,2563
data-set/100-numbers-45-ordered-ascending.txt.csv, 0.000017,100,99
data-set/100-numbers-45-ordered-descending.txt.csv, 0.000039,100,4950
data-set/100-numbers-45-unordered.txt.csv, 0.000037,100,2517
data-set/100-numbers-46-ordered-ascending.txt.csv, 0.000022,100,99
data-set/100-numbers-46-ordered-descending.txt.csv, 0.000040,100,4950
data-set/100-numbers-46-unordered.txt.csv, 0.000038,100,2623
data-set/100-numbers-47-ordered-ascending.txt.csv, 0.000017,100,99
data-set/100-numbers-47-ordered-descending.txt.csv, 0.000039,100,4949
data-set/100-numbers-47-unordered.txt.csv, 0.000038,100,2292
data-set/100-numbers-48-ordered-ascending.txt.csv, 0.000022,100,99
data-set/100-numbers-48-ordered-descending.txt.csv, 0.000050,100,4950
data-set/100-numbers-48-unordered.txt.csv, 0.000051,100,2686
data-set/100-numbers-49-ordered-ascending.txt.csv, 0.000015,100,99
data-set/100-numbers-49-ordered-descending.txt.csv, 0.000043,100,4950
data-set/100-numbers-49-unordered.txt.csv, 0.000030,100,2349
data-set/100-numbers-5-ordered-ascending.txt.csv, 0.000018,100,99
data-set/100-numbers-5-ordered-descending.txt.csv, 0.000030,100,4950
data-set/100-numbers-5-unordered.txt.csv, 0.000029,100,2473
data-set/100-numbers-50-ordered-ascending.txt.csv, 0.000018,100,99
data-set/100-numbers-50-ordered-descending.txt.csv, 0.000030,100,4950
data-set/100-numbers-50-unordered.txt.csv, 0.000037,100,2461
data-set/100-numbers-51-ordered-ascending.txt.csv, 0.000013,100,99
data-set/100-numbers-51-ordered-descending.txt.csv, 0.000030,100,4950
data-set/100-numbers-51-unordered.txt.csv, 0.000038,100,2436
data-set/100-numbers-52-ordered-ascending.txt.csv, 0.000014,100,99
data-set/100-numbers-52-ordered-descending.txt.csv, 0.000041,100,4950
data-set/100-numbers-52-unordered.txt.csv, 0.000029,100,2638
data-set/100-numbers-53-ordered-ascending.txt.csv, 0.000012,100,99
data-set/100-numbers-53-ordered-descending.txt.csv, 0.000030,100,4950
data-set/100-numbers-53-unordered.txt.csv, 0.000036,100,2728
data-set/100-numbers-54-ordered-ascending.txt.csv, 0.000017,100,99
data-set/100-numbers-54-ordered-descending.txt.csv, 0.000041,100,4950
data-set/100-numbers-54-unordered.txt.csv, 0.000038,100,2714
data-set/100-numbers-55-ordered-ascending.txt.csv, 0.000017,100,99
data-set/100-numbers-55-ordered-descending.txt.csv, 0.000043,100,4950
data-set/100-numbers-55-unordered.txt.csv, 0.000036,100,2444
data-set/100-numbers-56-ordered-ascending.txt.csv, 0.000014,100,99
data-set/100-numbers-56-ordered-descending.txt.csv, 0.000055,100,4950
data-set/100-numbers-56-unordered.txt.csv, 0.000049,100,2441
data-set/100-numbers-57-ordered-ascending.txt.csv, 0.000017,100,99
data-set/100-numbers-57-ordered-descending.txt.csv, 0.000056,100,4949
data-set/100-numbers-57-unordered.txt.csv, 0.000069,100,2710
data-set/100-numbers-58-ordered-ascending.txt.csv, 0.000025,100,99
data-set/100-numbers-58-ordered-descending.txt.csv, 0.000052,100,4950
data-set/100-numbers-58-unordered.txt.csv, 0.000037,100,2361
data-set/100-numbers-59-ordered-ascending.txt.csv, 0.000020,100,99
data-set/100-numbers-59-ordered-descending.txt.csv, 0.000052,100,4950
data-set/100-numbers-59-unordered.txt.csv, 0.000051,100,2575
data-set/100-numbers-6-ordered-ascending.txt.csv, 0.000030,100,99
data-set/100-numbers-6-ordered-descending.txt.csv, 0.000041,100,4950
data-set/100-numbers-6-unordered.txt.csv, 0.000037,100,2469
data-set/100-numbers-60-ordered-ascending.txt.csv, 0.000017,100,99
data-set/100-numbers-60-ordered-descending.txt.csv, 0.000041,100,4950
data-set/100-numbers-60-unordered.txt.csv, 0.000038,100,2419
data-set/100-numbers-61-ordered-ascending.txt.csv, 0.000025,100,99
data-set/100-numbers-61-ordered-descending.txt.csv, 0.000041,100,4950
data-set/100-numbers-61-unordered.txt.csv, 0.000052,100,2529
data-set/100-numbers-62-ordered-ascending.txt.csv, 0.000028,100,99
data-set/100-numbers-62-ordered-descending.txt.csv, 0.000058,100,4950
data-set/100-numbers-62-unordered.txt.csv, 0.000049,100,2866
data-set/100-numbers-63-ordered-ascending.txt.csv, 0.000021,100,99
data-set/100-numbers-63-ordered-descending.txt.csv, 0.000053,100,4950
data-set/100-numbers-63-unordered.txt.csv, 0.000048,100,2265
data-set/100-numbers-64-ordered-ascending.txt.csv, 0.000018,100,99
data-set/100-numbers-64-ordered-descending.txt.csv, 0.000070,100,4950
data-set/100-numbers-64-unordered.txt.csv, 0.000053,100,2510
data-set/100-numbers-65-ordered-ascending.txt.csv, 0.000016,100,99
data-set/100-numbers-65-ordered-descending.txt.csv, 0.000039,100,4950
data-set/100-numbers-65-unordered.txt.csv, 0.000036,100,2249
data-set/100-numbers-66-ordered-ascending.txt.csv, 0.000022,100,99
data-set/100-numbers-66-ordered-descending.txt.csv, 0.000054,100,4950
data-set/100-numbers-66-unordered.txt.csv, 0.000050,100,2572
data-set/100-numbers-67-ordered-ascending.txt.csv, 0.000027,100,99
data-set/100-numbers-67-ordered-descending.txt.csv, 0.000057,100,4950
data-set/100-numbers-67-unordered.txt.csv, 0.000051,100,2364
data-set/100-numbers-68-ordered-ascending.txt.csv, 0.000022,100,99
data-set/100-numbers-68-ordered-descending.txt.csv, 0.000061,100,4950
data-set/100-numbers-68-unordered.txt.csv, 0.000050,100,2456
data-set/100-numbers-69-ordered-ascending.txt.csv, 0.000027,100,99
data-set/100-numbers-69-ordered-descending.txt.csv, 0.000044,100,4950
data-set/100-numbers-69-unordered.txt.csv, 0.000037,100,2476
data-set/100-numbers-7-ordered-ascending.txt.csv, 0.000026,100,99
data-set/100-numbers-7-ordered-descending.txt.csv, 0.000059,100,4950
data-set/100-numbers-7-unordered.txt.csv, 0.000043,100,2838
data-set/100-numbers-70-ordered-ascending.txt.csv, 0.000023,100,99
data-set/100-numbers-70-ordered-descending.txt.csv, 0.000078,100,4950
data-set/100-numbers-70-unordered.txt.csv, 0.000061,100,2684
data-set/100-numbers-71-ordered-ascending.txt.csv, 0.000021,100,99
data-set/100-numbers-71-ordered-descending.txt.csv, 0.000039,100,4950
data-set/100-numbers-71-unordered.txt.csv, 0.000051,100,2554
data-set/100-numbers-72-ordered-ascending.txt.csv, 0.000023,100,99
data-set/100-numbers-72-ordered-descending.txt.csv, 0.000045,100,4950
data-set/100-numbers-72-unordered.txt.csv, 0.000055,100,2280
data-set/100-numbers-73-ordered-ascending.txt.csv, 0.000018,100,99
data-set/100-numbers-73-ordered-descending.txt.csv, 0.000040,100,4949
data-set/100-numbers-73-unordered.txt.csv, 0.000041,100,2376
data-set/100-numbers-74-ordered-ascending.txt.csv, 0.000017,100,99
data-set/100-numbers-74-ordered-descending.txt.csv, 0.000057,100,4950
data-set/100-numbers-74-unordered.txt.csv, 0.000038,100,2693
data-set/100-numbers-75-ordered-ascending.txt.csv, 0.000022,100,99
data-set/100-numbers-75-ordered-descending.txt.csv, 0.000060,100,4950
data-set/100-numbers-75-unordered.txt.csv, 0.000072,100,2492
data-set/100-numbers-76-ordered-ascending.txt.csv, 0.000023,100,99
data-set/100-numbers-76-ordered-descending.txt.csv, 0.000040,100,4950
data-set/100-numbers-76-unordered.txt.csv, 0.000038,100,2475
data-set/100-numbers-77-ordered-ascending.txt.csv, 0.000018,100,99
data-set/100-numbers-77-ordered-descending.txt.csv, 0.000061,100,4949
data-set/100-numbers-77-unordered.txt.csv, 0.000043,100,2284
data-set/100-numbers-78-ordered-ascending.txt.csv, 0.000017,100,99
data-set/100-numbers-78-ordered-descending.txt.csv, 0.000061,100,4950
data-set/100-numbers-78-unordered.txt.csv, 0.000053,100,2577
data-set/100-numbers-79-ordered-ascending.txt.csv, 0.000022,100,99
data-set/100-numbers-79-ordered-descending.txt.csv, 0.000059,100,4949
data-set/100-numbers-79-unordered.txt.csv, 0.000054,100,2594
data-set/100-numbers-8-ordered-ascending.txt.csv, 0.000022,100,99
data-set/100-numbers-8-ordered-descending.txt.csv, 0.000054,100,4950
data-set/100-numbers-8-unordered.txt.csv, 0.000038,100,2635
data-set/100-numbers-80-ordered-ascending.txt.csv, 0.000022,100,99
data-set/100-numbers-80-ordered-descending.txt.csv, 0.000054,100,4950
data-set/100-numbers-80-unordered.txt.csv, 0.000037,100,2507
data-set/100-numbers-81-ordered-ascending.txt.csv, 0.000017,100,99
data-set/100-numbers-81-ordered-descending.txt.csv, 0.000060,100,4950
data-set/100-numbers-81-unordered.txt.csv, 0.000043,100,2339
data-set/100-numbers-82-ordered-ascending.txt.csv, 0.000020,100,99
data-set/100-numbers-82-ordered-descending.txt.csv, 0.000057,100,4950
data-set/100-numbers-82-unordered.txt.csv, 0.000047,100,2649
data-set/100-numbers-83-ordered-ascending.txt.csv, 0.000018,100,98
data-set/100-numbers-83-ordered-descending.txt.csv, 0.000056,100,4949
data-set/100-numbers-83-unordered.txt.csv, 0.000049,100,2529
data-set/100-numbers-84-ordered-ascending.txt.csv, 0.000020,100,99
data-set/100-numbers-84-ordered-descending.txt.csv, 0.000044,100,4950
data-set/100-numbers-84-unordered.txt.csv, 0.000038,100,2333
data-set/100-numbers-85-ordered-ascending.txt.csv, 0.000017,100,99
data-set/100-numbers-85-ordered-descending.txt.csv, 0.000053,100,4950
data-set/100-numbers-85-unordered.txt.csv, 0.000044,100,2652
data-set/100-numbers-86-ordered-ascending.txt.csv, 0.000025,100,99
data-set/100-numbers-86-ordered-descending.txt.csv, 0.000060,100,4950
data-set/100-numbers-86-unordered.txt.csv, 0.000051,100,2552
data-set/100-numbers-87-ordered-ascending.txt.csv, 0.000017,100,99
data-set/100-numbers-87-ordered-descending.txt.csv, 0.000053,100,4950
data-set/100-numbers-87-unordered.txt.csv, 0.000037,100,2521
data-set/100-numbers-88-ordered-ascending.txt.csv, 0.000017,100,99
data-set/100-numbers-88-ordered-descending.txt.csv, 0.000040,100,4950
data-set/100-numbers-88-unordered.txt.csv, 0.000055,100,2826
data-set/100-numbers-89-ordered-ascending.txt.csv, 0.000024,100,99
data-set/100-numbers-89-ordered-descending.txt.csv, 0.000039,100,4950
data-set/100-numbers-89-unordered.txt.csv, 0.000040,100,2536
data-set/100-numbers-9-ordered-ascending.txt.csv, 0.000019,100,99
data-set/100-numbers-9-ordered-descending.txt.csv, 0.000041,100,4950
data-set/100-numbers-9-unordered.txt.csv, 0.000045,100,2400
data-set/100-numbers-90-ordered-ascending.txt.csv, 0.000017,100,99
data-set/100-numbers-90-ordered-descending.txt.csv, 0.000058,100,4949
data-set/100-numbers-90-unordered.txt.csv, 0.000037,100,2401
data-set/100-numbers-91-ordered-ascending.txt.csv, 0.000017,100,99
data-set/100-numbers-91-ordered-descending.txt.csv, 0.000039,100,4950
data-set/100-numbers-91-unordered.txt.csv, 0.000049,100,2453
data-set/100-numbers-92-ordered-ascending.txt.csv, 0.000017,100,99
data-set/100-numbers-92-ordered-descending.txt.csv, 0.000039,100,4950
data-set/100-numbers-92-unordered.txt.csv, 0.000048,100,2490
data-set/100-numbers-93-ordered-ascending.txt.csv, 0.000016,100,99
data-set/100-numbers-93-ordered-descending.txt.csv, 0.000041,100,4950
data-set/100-numbers-93-unordered.txt.csv, 0.000036,100,2564
data-set/100-numbers-94-ordered-ascending.txt.csv, 0.000025,100,99
data-set/100-numbers-94-ordered-descending.txt.csv, 0.000067,100,4950
data-set/100-numbers-94-unordered.txt.csv, 0.000039,100,2465
data-set/100-numbers-95-ordered-ascending.txt.csv, 0.000017,100,99
data-set/100-numbers-95-ordered-descending.txt.csv, 0.000056,100,4950
data-set/100-numbers-95-unordered.txt.csv, 0.000046,100,2369
data-set/100-numbers-96-ordered-ascending.txt.csv, 0.000022,100,99
data-set/100-numbers-96-ordered-descending.txt.csv, 0.000040,100,4950
data-set/100-numbers-96-unordered.txt.csv, 0.000039,100,2679
data-set/100-numbers-97-ordered-ascending.txt.csv, 0.000023,100,99
data-set/100-numbers-97-ordered-descending.txt.csv, 0.000040,100,4950
data-set/100-numbers-97-unordered.txt.csv, 0.000050,100,2576
data-set/100-numbers-98-ordered-ascending.txt.csv, 0.000032,100,99
data-set/100-numbers-98-ordered-descending.txt.csv, 0.000059,100,4950
data-set/100-numbers-98-unordered.txt.csv, 0.000050,100,2539
data-set/100-numbers-99-ordered-ascending.txt.csv, 0.000024,100,99
data-set/100-numbers-99-ordered-descending.txt.csv, 0.000072,100,4950
data-set/100-numbers-99-unordered.txt.csv, 0.000048,100,2562
data-set/1000-numbers-0-ordered-ascending.txt.csv, 0.002155,1000,999
data-set/1000-numbers-0-ordered-descending.txt.csv, 0.005028,1000,499481
data-set/1000-numbers-0-unordered.txt.csv, 0.003903,1000,239640
data-set/1000-numbers-1-ordered-ascending.txt.csv, 0.001688,1000,999
data-set/1000-numbers-1-ordered-descending.txt.csv, 0.005561,1000,499479
data-set/1000-numbers-1-unordered.txt.csv, 0.003503,1000,254474
data-set/1000-numbers-10-ordered-ascending.txt.csv, 0.001373,1000,999
data-set/1000-numbers-10-ordered-descending.txt.csv, 0.005333,1000,499484
data-set/1000-numbers-10-unordered.txt.csv, 0.004318,1000,240116
data-set/1000-numbers-11-ordered-ascending.txt.csv, 0.001598,1000,999
data-set/1000-numbers-11-ordered-descending.txt.csv, 0.005193,1000,499488
data-set/1000-numbers-11-unordered.txt.csv, 0.002922,1000,252665
data-set/1000-numbers-12-ordered-ascending.txt.csv, 0.001461,1000,999
data-set/1000-numbers-12-ordered-descending.txt.csv, 0.003784,1000,499490
data-set/1000-numbers-12-unordered.txt.csv, 0.003348,1000,251345
data-set/1000-numbers-13-ordered-ascending.txt.csv, 0.001371,1000,999
data-set/1000-numbers-13-ordered-descending.txt.csv, 0.004140,1000,499482
data-set/1000-numbers-13-unordered.txt.csv, 0.003731,1000,240593
data-set/1000-numbers-14-ordered-ascending.txt.csv, 0.001959,1000,999
data-set/1000-numbers-14-ordered-descending.txt.csv, 0.003916,1000,499478
data-set/1000-numbers-14-unordered.txt.csv, 0.002988,1000,249555
data-set/1000-numbers-15-ordered-ascending.txt.csv, 0.001484,1000,999
data-set/1000-numbers-15-ordered-descending.txt.csv, 0.004104,1000,499483
data-set/1000-numbers-15-unordered.txt.csv, 0.003979,1000,264678
data-set/1000-numbers-16-ordered-ascending.txt.csv, 0.001704,1000,999
data-set/1000-numbers-16-ordered-descending.txt.csv, 0.004831,1000,499486
data-set/1000-numbers-16-unordered.txt.csv, 0.003079,1000,250523
data-set/1000-numbers-17-ordered-ascending.txt.csv, 0.001825,1000,999
data-set/1000-numbers-17-ordered-descending.txt.csv, 0.004806,1000,499484
data-set/1000-numbers-17-unordered.txt.csv, 0.003355,1000,246366
data-set/1000-numbers-18-ordered-ascending.txt.csv, 0.001753,1000,999
data-set/1000-numbers-18-ordered-descending.txt.csv, 0.005030,1000,499486
data-set/1000-numbers-18-unordered.txt.csv, 0.003517,1000,246523
data-set/1000-numbers-19-ordered-ascending.txt.csv, 0.001431,1000,999
data-set/1000-numbers-19-ordered-descending.txt.csv, 0.004496,1000,499484
data-set/1000-numbers-19-unordered.txt.csv, 0.003844,1000,249396
data-set/1000-numbers-2-ordered-ascending.txt.csv, 0.001467,1000,999
data-set/1000-numbers-2-ordered-descending.txt.csv, 0.003815,1000,499487
data-set/1000-numbers-2-unordered.txt.csv, 0.003330,1000,243765
data-set/1000-numbers-20-ordered-ascending.txt.csv, 0.001946,1000,999
data-set/1000-numbers-20-ordered-descending.txt.csv, 0.004907,1000,499485
data-set/1000-numbers-20-unordered.txt.csv, 0.003752,1000,253119
data-set/1000-numbers-21-ordered-ascending.txt.csv, 0.001802,1000,999
data-set/1000-numbers-21-ordered-descending.txt.csv, 0.004680,1000,499486
data-set/1000-numbers-21-unordered.txt.csv, 0.003775,1000,245903
data-set/1000-numbers-22-ordered-ascending.txt.csv, 0.001900,1000,999
data-set/1000-numbers-22-ordered-descending.txt.csv, 0.004117,1000,499481
data-set/1000-numbers-22-unordered.txt.csv, 0.002984,1000,244681
data-set/1000-numbers-23-ordered-ascending.txt.csv, 0.001981,1000,998
data-set/1000-numbers-23-ordered-descending.txt.csv, 0.004963,1000,499488
data-set/1000-numbers-23-unordered.txt.csv, 0.004021,1000,259400
data-set/1000-numbers-24-ordered-ascending.txt.csv, 0.002475,1000,999
data-set/1000-numbers-24-ordered-descending.txt.csv, 0.005240,1000,499490
data-set/1000-numbers-24-unordered.txt.csv, 0.004006,1000,256519
data-set/1000-numbers-25-ordered-ascending.txt.csv, 0.001824,1000,999
data-set/1000-numbers-25-ordered-descending.txt.csv, 0.005210,1000,499489
data-set/1000-numbers-25-unordered.txt.csv, 0.003995,1000,241755
data-set/1000-numbers-26-ordered-ascending.txt.csv, 0.001383,1000,999
data-set/1000-numbers-26-ordered-descending.txt.csv, 0.005228,1000,499486
data-set/1000-numbers-26-unordered.txt.csv, 0.003891,1000,244981
data-set/1000-numbers-27-ordered-ascending.txt.csv, 0.001406,1000,999
data-set/1000-numbers-27-ordered-descending.txt.csv, 0.005210,1000,499483
data-set/1000-numbers-27-unordered.txt.csv, 0.004175,1000,257802
data-set/1000-numbers-28-ordered-ascending.txt.csv, 0.001751,1000,999
data-set/1000-numbers-28-ordered-descending.txt.csv, 0.003649,1000,499484
data-set/1000-numbers-28-unordered.txt.csv, 0.004056,1000,252439
data-set/1000-numbers-29-ordered-ascending.txt.csv, 0.001382,1000,999
data-set/1000-numbers-29-ordered-descending.txt.csv, 0.003698,1000,499486
data-set/1000-numbers-29-unordered.txt.csv, 0.002830,1000,251053
data-set/1000-numbers-3-ordered-ascending.txt.csv, 0.001398,1000,999
data-set/1000-numbers-3-ordered-descending.txt.csv, 0.004049,1000,499489
data-set/1000-numbers-3-unordered.txt.csv, 0.003036,1000,246501
data-set/1000-numbers-30-ordered-ascending.txt.csv, 0.001321,1000,999
data-set/1000-numbers-30-ordered-descending.txt.csv, 0.004382,1000,499481
data-set/1000-numbers-30-unordered.txt.csv, 0.003662,1000,252071
data-set/1000-numbers-31-ordered-ascending.txt.csv, 0.001151,1000,999
data-set/1000-numbers-31-ordered-descending.txt.csv, 0.003625,1000,499474
data-set/1000-numbers-31-unordered.txt.csv, 0.003207,1000,249022
data-set/1000-numbers-32-ordered-ascending.txt.csv, 0.001064,1000,998
data-set/1000-numbers-32-ordered-descending.txt.csv, 0.002959,1000,499483
data-set/1000-numbers-32-unordered.txt.csv, 0.002714,1000,243924
data-set/1000-numbers-33-ordered-ascending.txt.csv, 0.001345,1000,999
data-set/1000-numbers-33-ordered-descending.txt.csv, 0.003996,1000,499482
data-set/1000-numbers-33-unordered.txt.csv, 0.002823,1000,239077
data-set/1000-numbers-34-ordered-ascending.txt.csv, 0.001370,1000,999
data-set/1000-numbers-34-ordered-descending.txt.csv, 0.003479,1000,499482
data-set/1000-numbers-34-unordered.txt.csv, 0.002643,1000,246817
data-set/1000-numbers-35-ordered-ascending.txt.csv, 0.001275,1000,999
data-set/1000-numbers-35-ordered-descending.txt.csv, 0.003496,1000,499483
data-set/1000-numbers-35-unordered.txt.csv, 0.003004,1000,251883
data-set/1000-numbers-36-ordered-ascending.txt.csv, 0.001359,1000,999
data-set/1000-numbers-36-ordered-descending.txt.csv, 0.003911,1000,499487
data-set/1000-numbers-36-unordered.txt.csv, 0.002996,1000,245381
